id	type	status	noindex	cornerstone	permalink	parent	title	seo_title	meta_desc	focus_kw	links_out	links_in	rt_min	modified	content_len	gutenberg	elementor
201634	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-for-miniatures/	0	Cavallo Hoof Boots for Miniatures	NULL	Cavallo "CLB" Hoof Boots are designed for Miniatures, providing your mini horse with comfort, protection, and support for all activities.	Cavallo Hoof Boots for Miniatures	13	4	8	2026-05-13 23:47:15	36578	1	0
202121	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-for-mounted-units/	0	Cavallo Hoof Boots for Mounted Units	NULL	Cavallo Hoof Boots for mounted units offer grip, comfort, and protection on duty; trusted by patrol teams for safer, sounder & happier horses	Cavallo Hoof Boots for Mounted Units	12	6	12	2026-05-13 23:47:55	38819	1	0
201247	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-for-navicular/	0	Cavallo Hoof Boots for Navicular	NULL	Cavallo Hoof Boots for Navicular provide effective, long-term relief for horses suffering from Navicular Syndrome or disease.	Cavallo Hoof Boots for Navicular	15	3	9	2026-05-13 23:41:39	37294	1	0
201759	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-for-shod-horses/	0	Cavallo Hoof Boots for Shod Horses	NULL	Cavallo Hoof Boots for Shod horses offer additional protection, traction, and support, promoting healthy circulation and enhanced comfort.	Cavallo Hoof Boots for Shod	18	5	10	2026-05-13 23:36:22	46498	1	0
201756	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-for-therapy-and-rehabilitation/	0	Cavallo Hoof Boots for Therapy and Rehabilitation	NULL	Cavallo Hoof Boots provide effective, immediate relief for horses recovering from hoof conditions that need therapy and rehabilitation.	Cavallo Hoof Boots for Therapy and Rehabilitation	16	7	10	2026-05-13 23:28:10	44758	1	0
201637	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-for-transport/	0	Cavallo Hoof Boots for Transport	NULL	Cavallo Hoof Boots for Transport cushion against impact, reduce bruising, and prevent injury, protecting your horse's hooves during travel.	Cavallo Hoof Boots for Transport	13	4	8	2026-05-13 23:46:39	35977	1	0
201636	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-for-turnout/	0	Cavallo Hoof Boots for Turnout	NULL	Cavallo Hoof Boots offer superior protection, comfort, and durability for turnout. Cavallo boots provide traction and grip, reducing injuries	Cavallo Hoof Boots for Turnout	13	4	9	2026-05-13 23:41:10	36817	1	0
202823	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-in-water/	0	Cavallo Hoof Boots in Water	NULL	NULL	Cavallo Hoof Boots in Water	12	3	7	2026-05-13 23:46:03	35312	1	0
201491	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-secure-fit/	0	Cavallo Hoof Boots Secure Fit	NULL	Cavallo Hoof Boots' Secure Fit keeps your horse's boots on through mud, water, and rough terrain, ensuring comfort and safety.	Cavallo Hoof Boots Secure Fit	11	32	9	2026-05-13 23:38:40	37132	1	0
202895	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoof-boots-with-feathers/	0	Cavallo Hoof Boots with Feathers	NULL	Cavallo Hoof Boots are designed to fit well on heavier-boned horses or those with feathers. They are easy to use and offer increased comfort.	Cavallo Hoof Boots with Feathers	12	3	7	2026-05-13 23:44:26	34894	1	0
201246	faq	publish	0	0	http://cavallo.local/faq/cavallo-hoofcare-savings/	0	Cavallo Hoofcare Savings	NULL	By switching to a barefoot lifestyle with Cavallo, you can enjoy Cavallo Hoofcare Savings while providing still comfort and protection.	Cavallo Hoofcare Savings	11	33	9	2026-05-19 17:20:54	38572	1	0
5865	faq	publish	0	0	http://cavallo.local/faq/cavallo-pastern-wraps/	0	Cavallo Pastern Wraps	NULL	Cavallo Pastern Wraps enhance comfort and protection for your horse’s pasterns and heel bulbs, ideal for full-time wear or sensitive skin.	Cavallo Pastern wraps	14	13	10	2026-05-13 23:18:32	42202	1	0
5492	faq	publish	1	0	http://cavallo.local/faq/cavallo-test-faq/	0	Cavallo TEST FAQ	NULL	Cavallo TEST FAQ: Why Cavallo Hoof Boots are the Best for Therapy, Rehab & Turnout Laminitis and Founder, thin soles, Navicular Syndrome.	NULL	0	NULL	8	2024-12-13 17:48:39	28536	1	0
202951	faq	publish	0	0	http://cavallo.local/faq/cleaning-cavallo-hoof-boots/	0	Cleaning Cavallo Hoof Boots	NULL	Cleaning Cavallo Hoof Boots is quick and easy, and routine cleaning helps to maintain fit, comfort, and appearance over time.	Cleaning Cavallo Hoof Boots	12	3	8	2026-05-13 23:30:46	35739	1	0
346844	faq	publish	0	0	http://cavallo.local/faq/hoof-cracks-with-cavallo-hoof-boots/	0	Hoof Cracks with Cavallo Hoof Boots	NULL	Treating and managing Hoof Cracks with Cavallo Hoof Boots is an easy, effective approach. Learn what causes hoof imbalance and cracks.	Hoof Cracks with Cavallo Hoof Boots	12	4	10	2026-05-13 23:43:07	42876	1	0
202090	faq	publish	0	0	http://cavallo.local/faq/how-do-cavallo-hoof-boots-compare/	0	How Do Cavallo Hoof Boots Compare	NULL	Cavallo Hoof Boots Compare durability, comfort, and ease of use with other brands. Cavallo is the top choice for your horse's hooves!	Cavallo Hoof Boots Compare	13	3	10	2026-05-13 23:32:26	42373	1	0
6496	faq	publish	1	0	http://cavallo.local/faq/laminitis-and-cavallo-hoof-boots/	0	Laminitis and Cavallo Hoof Boots - DISREGARD	NULL	Laminitis and Cavallo Hoof Boots - DISREGARD: Laminitis and Cavallo Hoof Boots Laminitis Explained Laminitis, simply put.	NULL	0	1	5	2026-04-27 22:49:44	7875	1	0
202298	faq	publish	0	0	http://cavallo.local/faq/sizing-and-measuring-cavallo-hoof-boots/	0	Sizing and Measuring Cavallo Hoof Boots	NULL	Sizing and measuring with Cavallo Hoof Boots is simple, but it’s the most crucial step to ensure your horse gets a secure, comfortable fit.	Sizing and Measuring Cavallo Hoof Boots	12	3	10	2026-05-13 23:15:58	36622	1	0
202495	faq	publish	0	0	http://cavallo.local/faq/storing-cavallo-hoof-boots/	0	Storing Cavallo Hoof Boots	NULL	Storing your Cavallo Hoof Boots properly helps extend their life. With a few simple habits, you can keep your boots in top condition!	Storing Cavallo Hoof Boots	12	10	9	2026-05-13 23:30:11	38327	1	0
202251	faq	publish	0	0	http://cavallo.local/faq/transitioning-to-barefoot-with-cavallo/	0	Transitioning to Barefoot with Cavallo	NULL	Transitioning to barefoot with Cavallo Hoof Boots is a step toward restoring your horse’s natural movement, circulation, and hoof strength.	Transitioning to Barefoot with Cavallo	12	3	9	2026-05-13 23:31:20	39091	1	0
203710	faq	publish	0	0	http://cavallo.local/faq/treating-thrush-with-cavallo-hoof-boots/	0	Treating Thrush with Cavallo Hoof Boots	%%title%% %%page%% %%sep%% Cavallo Horse & Rider Inc.	Thrush is one of the most common hoof conditions in horses, yet it's often misunderstood. Learn about Treating Thrush with Cavallo Hoof Boots	Treating Thrush with Cavallo Hoof Boots	12	3	8	2026-05-13 23:40:37	35899	1	0
202864	faq	publish	0	0	http://cavallo.local/faq/using-cavallo-hoof-boots-on-left-and-right-feet/	0	Using Cavallo Hoof Boots on Left and Right Feet	NULL	Using Cavallo Hoof Boots on left and right feet makes them incredibly convenient for horse owners, ensuring comfort and protection.	Using Cavallo Hoof Boots on Left and Right	12	3	8	2026-05-13 23:37:54	36748	1	0
265034	newsletter	publish	0	0	http://cavallo.local/newsletter/august-2025-newsletter/	0	August 2025 Newsletter	NULL	NULL	NULL	2	NULL	8	2026-03-17 18:36:25	29759	1	0
202476	newsletter	publish	0	0	http://cavallo.local/newsletter/2024-year-in-review/	0	Cavallo 2024: Year in Review!	Let's review our year: Cavallo Hoof Boots 2024!	From Beyonce using Cavallo Trek Hoof Boots to a photo found of Queen Elizabeth using Simple Hoof Boots, here's to Cavallo Hoof Boots 2024!	NULL	3	2	6	2026-03-03 23:30:18	21826	1	0
348422	newsletter	publish	0	0	http://cavallo.local/newsletter/april-2026-cavallo-newsletter-part-2/	0	Cavallo Journal - Late April 2026	NULL	NULL	NULL	2	NULL	17	2026-04-29 20:31:28	40809	1	0
349269	newsletter	publish	0	0	http://cavallo.local/newsletter/may-2-journal-founders-insights/	0	Cavallo News Journal - May 2026	NULL	NULL	NULL	0	1	4	2026-06-03 01:22:33	16790	1	0
202614	newsletter	publish	0	0	http://cavallo.local/newsletter/december-2024-cavallo-newsletter/	0	December 2024 Cavallo Newsletter	December 2024 Cavallo Newsletter - Smart hoof boots, Liberty...	Your December 2024 Cavallo Newsletter includes a magical equestrian proposal, an extraordinary coincidence, The Queen and her Cavallos & more!	NULL	0	NULL	13	2026-01-12 20:02:17	43549	1	0
202346	newsletter	publish	0	0	http://cavallo.local/newsletter/april-2025-cavallo-newsletter/	0	Enjoy Your April 2025 Cavallo News!	April 2025 Cavallo Newsletter - of the best hoof boots ever!	Your April 2025 Cavallo Newsletter offers a signup to purchase the new LEB Long Ear hoof boot, plus Consteed release party photos!	NULL	0	NULL	10	2025-11-21 11:16:58	30464	1	0
202457	newsletter	publish	0	0	http://cavallo.local/newsletter/february-2025-cavallo-newsletter/	0	February 2025 Cavallo Newsletter	February 2025 Cavallo Newsletter	Your February 2025 Cavallo Newsletter announces a prestigious award for Cavallo & Continental for the Consteed Smart Horse Sneaker!	NULL	0	NULL	8	2025-06-01 10:48:54	30316	1	0
348701	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-july-2022/	0	July 2022 Cavallo Newsletter	NULL	In your July 2022 Cavallo News, meet your Cavallo Team and get to know them! Plus, Carole has won yet another award!	July 2022 - Your Cavallo News	5	NULL	11	2026-04-29 23:09:32	24768	1	0
204112	newsletter	publish	0	0	http://cavallo.local/newsletter/july-2025-newsletter/	0	July 2025 Newsletter	NULL	Enjoy your Cavallo Hoof Boots July 2025 Newsletter! Packed with hoof care and Cavallo Hoof Boots knowledge and stories from riders like you!	July 2025 Newsletter	2	NULL	9	2026-03-26 17:55:48	19245	1	0
203238	newsletter	publish	0	0	http://cavallo.local/newsletter/june-2025-newsletter/	0	June 2025 Newsletter	NULL	June 2025 Newsletter: Enjoy Your Latest Cavallo News - Your Cavallo Monthly: Hoof-Saving Hacks.	NULL	3	NULL	8	2026-04-29 23:15:24	26343	1	0
202419	newsletter	publish	0	0	http://cavallo.local/newsletter/march-2025-cavallo-newsletter/	0	March 2025 Cavallo Newsletter	March 2025 Cavallo Newsletter	Your March 2025 Cavallo Newsletter includes a horse and wild rhino meeting on a trail, an announcement that will help horses and more.	NULL	0	NULL	10	2025-11-21 11:14:24	34937	1	0
202877	newsletter	publish	0	0	http://cavallo.local/newsletter/happy-mothers-day-2025/	0	May 2025 Newsletter - Happy Mother's Day!	NULL	May 2025 Newsletter - Happy Mother's Day! To all the fabulous Horse Mamas out there—Happy Mother’s Day! This Mother's Day we are celebrating your fierce.	NULL	0	NULL	6	2026-04-14 01:25:04	20149	1	0
348586	newsletter	publish	0	0	http://cavallo.local/newsletter/november-2025-cavallo-newsletter/	0	November 2025 Cavallo Newsletter	November 2025 Cavallo Hoof Boots Newsletter	Your November 2025 Cavallo Newsletter includes Emma Massingale navigating gravel, cute booted beverage burros & more!	November 2025 Cavallo Newsletter	2	NULL	10	2026-04-29 23:10:48	12383	1	0
348685	newsletter	publish	0	0	http://cavallo.local/newsletter/october-2024-cavallo-newsletter/	0	October 2024 Cavallo Newsletter	Enjoy your October 2024 Cavallo Newsletter!	Your October 2024 Cavallo Newsletter has a BIG surprise... Queen Elizabeth and her Feel Pony using Cavallo Simple Hoof Boots!	October 2024 Cavallo Newsletter	0	NULL	8	2026-04-29 23:15:23	24326	1	0
348591	newsletter	publish	0	0	http://cavallo.local/newsletter/september-2025-cavallo-newsletter/	0	September 2025 Cavallo Newsletter	Get your September 2025 Cavallo Newsletter now!	Get your September 2025 Cavallo Newsletter now! Meet Walter, a mammoth donkey with happy feet, and go behind the scenes at Cavallo!	September 2025 Cavallo Newsletter	2	NULL	8	2026-04-29 23:10:48	17210	1	0
4794	newsletter	publish	0	0	http://cavallo.local/newsletter/whats-your-cavallo-community-up-to-april-2020/	0	Your Cavallo News - April 2020	NULL	Your Cavallo News from April, 2020! Stuck inside during lockdown? Catch up on what is happening at Cavallo Horse & Rider!	Cavallo News April 2020	1	NULL	4	2025-11-19 12:26:02	13474	1	0
4808	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-april-2022/	0	Your Cavallo News - April 2022	NULL	Your Cavallo news from April 2022! Learn about the great work that Lofty Therapy Horses is doing in the UK, and recent Cavallo travels!	Your Cavallo News April 2022	0	NULL	7	2025-11-20 11:40:07	20780	1	0
346627	newsletter	publish	0	0	http://cavallo.local/newsletter/april-2026-cavallo-newsletter/	0	Your Cavallo News - April, 2026	April 2026 Cavallo Newsletter	Your April 2026 Cavallo Newsletter looks back to remember the amazing Endo the Blind. PLUS, Emma Langley using Cavallo Hoof Boots?	April 2026 Cavallo Newsletter	2	NULL	1	2026-04-02 21:37:16	19643	1	0
4809	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-july-30-2021/	0	Your Cavallo News - August 2021	NULL	Catch up on Cavallo news from August 2021! Learn how to grow a better connection with your horse, and listen to the Tiny Horse Talks Podcast!	Your Cavallo News August 2021	0	NULL	8	2026-01-12 20:16:30	29024	1	0
4810	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-december-2021/	0	Your Cavallo News - December 2021	NULL	Take a break from the snow to catch up on your December 2021 Cavallo News! Learn about Cavallo Associate Miriam, and get ready for Xmas!	Your Cavallo News December 2021	0	NULL	6	2026-01-12 20:21:38	19918	1	0
334032	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-december-2025/	0	Your Cavallo News - December, 2025	NULL	Get your Cavallo News December 2025 - including Christmas gifts for you, donkey hoof school, avoiding ice balling & more!	Your Cavallo News December 2025	1	NULL	1	2026-03-17 18:37:14	15945	1	0
4811	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-february-2022/	0	Your Cavallo News - February 2022	NULL	A special addition for your February 2022 Cavallo news! Read some of our awesome reviews from our fabulous customers - aka YOU!	Your Cavallo News February 2022	0	NULL	10	2026-01-12 20:39:58	33445	1	0
333847	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-february-2026/	0	Your Cavallo News - February, 2026	Your Cavallo News - February 2026	Your Cavallo News - February 2026 is packed with knowledge and interesting hoof care tidbits! Get to know your Cavallo hoof boots better!	Your Cavallo News - January 2026	1	NULL	9	2026-02-17 21:57:10	32254	1	0
4812	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-january-2022-your-cavallo-hoof-boots-newsletter/	0	Your Cavallo News - January 2022	NULL	Start the new year off right by catching up with your January 2022 Cavallo News! Read about our Cavallo adventures, and a chance to WIN!	Your Cavallo news January 2022	0	NULL	8	2026-01-12 20:33:20	24781	1	0
4814	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-jan-feb-2022/	0	Your Cavallo News - January/February 2023	NULL	In your January and February 2023 Cavallo Newsletter, learn about Carole and Greg's SK trip, and receive a gift for your horse! &lt;3	Your Cavallo news January and February 2023	3	NULL	9	2026-03-17 18:37:47	28198	1	0
4815	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-july-1-2021/	0	Your Cavallo News - July 2021	NULL	Catch up on all of your Cavallo News from July, 2021! Including a Cavallo barefoot trimmer spotlight, and how to beat a hoof abscess!	Your Cavallo News July 2021	0	NULL	9	2026-01-12 20:14:20	24522	1	0
201111	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-june-2024/	0	Your Cavallo News - June 2024	NULL	In your Cavallo News form June 2024, learn the latest Barefoot research from Sarah Albanozzo, and join Tomas Teskey's "We Are Herd" Group.	Your Cavallo News June 2024	1	NULL	10	2025-11-21 10:31:48	32291	1	0
349813	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-june-2026/	0	Your Cavallo News - June 2026	NULL	NULL	NULL	3	NULL	8	2026-06-05 20:09:10	25662	1	0
4816	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-march-2022/	0	Your Cavallo News - March 2022	NULL	Read your Cavallo news from March, 2022! Catch up with barrel racer Cheyenne Wimberly, and learn how to trim Donkey hooves with Megan!	Your Cavallo News March 2022	1	NULL	10	2026-03-17 18:38:53	25086	1	0
4817	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-march-2023/	0	Your Cavallo News - March 2023	NULL	How did Cavallo make the stage at the Oscars? Plus, learn the 24 Pain Behaviours of the Ridden Horse in your March 2023 Cavallo Newsletter.	Your Cavallo News March 2023	5	3	10	2026-03-17 18:39:10	31377	1	0
347508	newsletter	publish	0	0	http://cavallo.local/newsletter/may-2026-cavallo-newsletter/	0	Your Cavallo News - May 2026	May 2026 Cavallo Newsletter	Your May 2026 Cavallo Newsletter ...	May 2026 Cavallo Newsletter	1	NULL	8	2026-05-17 01:22:56	26737	1	0
4819	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-nov-dec-2022/	0	Your Cavallo News - November/December 2022	NULL	Get caught up on all your Cavallo news from November and December 2022! Did you know that in Cockington, UK, they have a PONY as mayor?!	Your Cavallo News November and December 2022	1	NULL	6	2026-01-13 00:04:05	24001	1	0
4820	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-october-2022/	0	Your Cavallo News - October 2022	NULL	Catch up on the PHCP conference in Denver, listen to Brianna Noble on Horsemanship Radio, and more in your Cavallo news from October 2022!	Your Cavallo News October 2022	0	NULL	10	2026-01-12 23:55:45	32683	1	0
271825	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-october-2025/	0	Your Cavallo News - October, 2025	NULL	NULL	NULL	1	NULL	10	2025-11-01 02:18:27	34165	1	0
4795	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-april-2023/	0	Your Cavallo News – April 2023	NULL	Catch up on your Cavallo News from April, 2023! Zebras wearing Cavallo CLB Hoof Boots, and the Horse's Hoof Magazine is BACK!	Your Cavallo News April 2023	3	NULL	8	2026-04-16 21:54:27	32647	1	0
4796	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-april-2024/	0	Your Cavallo News – April 2024	NULL	In your April 2024 Cavallo News, Cavallo becomes the title sponsor of the KY Liberty Festival, plus a heartfelt message from Tomas Teskey!	Your Cavallo News April 2024	1	NULL	13	2026-01-13 00:44:57	48435	1	0
325041	newsletter	publish	0	0	http://cavallo.local/newsletter/august-2024-cavallo-newsletter/	0	Your Cavallo News – August 2024	NULL	Your Cavallo News from August 2024 is full of great information and opportunities! Meet Amber Marshall, watch the Cowboy and the Queen + more!	Your Cavallo News August 2024	0	NULL	9	2026-01-14 03:35:19	21405	1	0
4798	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-february-2024/	0	Your Cavallo News – February 2024	NULL	Exciting information in your Cavallo News from February 2024! Rethinking stall rest for horses, and the Spoga 2024 horse trade show!	Your Cavallo News February 2024	3	NULL	8	2026-03-17 18:37:30	30866	1	0
4799	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-january-2024/	0	Your Cavallo News – January 2024	NULL	Catch up on all of your Cavallo News from January 2024! Carole visits Hawaii for a Hoofcare speech, and Cavallo donates over 1000 Boots!	Your Cavallo News January 2024	6	NULL	8	2026-03-17 18:38:04	28035	1	0
4801	newsletter	publish	0	0	http://cavallo.local/newsletter/july-2024-cavallo-newsletter/	0	Your Cavallo News – July 2024	NULL	Read all about your recent July 2024 Cavallo News! Greg and Carole headed to the Calgary Stampede, and Cavallo Hoof Boots are at DISNEY!	Your Cavallo News July 2024	7	NULL	11	2026-03-26 17:27:10	27786	1	0
4800	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-july-august-2023/	0	Your Cavallo News – July/August 2023	NULL	Check out your July and August 2023 Cavallo News, and learn how Cavallo boots can help your horse heal from a hoof puncture. Ouch!	Your Cavallo News July and August 2023	7	NULL	9	2026-03-17 18:38:20	30544	1	0
4802	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-june-2023/	0	Your Cavallo News – June 2023	NULL	Supertonk the pony takes to the trails, and Carole writes about Navicular Disease in horses. Learn more in your June 2023 Cavallo Newsletter!	Your Cavallo News June 2023	7	NULL	8	2026-03-17 18:38:37	30176	1	0
4804	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-march-2024/	0	Your Cavallo News – March 2024	NULL	This special edition of your Cavallo News from March 2024 features a message from staff member Jenny - Why she loves and works for Cavallo!	Your Cavallo News March 2024	0	NULL	8	2026-01-13 00:39:57	33401	1	0
4805	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-may-2023/	0	Your Cavallo News – May 2023	NULL	Catch up with Carole after her Hoofcare presentation and learn how to navigate some tough decisions in your May 2023 Cavallo Newsletter.	Your Cavallo news May 2023	5	NULL	9	2026-03-17 18:39:27	30820	1	0
4807	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-spring-2024/	0	Your Cavallo News – May 2024	NULL	Your May 2024 Cavallo News - Meet Carole Herder and Dan James of Double Dan Horsemanship, plus become your trimmers favorite client!	Your Cavallo News May 2024	0	NULL	13	2025-11-21 10:18:28	46046	1	0
4797	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-december-2023/	0	Your Cavallo News – November/December 2023	NULL	Spread the Holiday Cheer with Patrick the Pony's brand new book - out just in time for Christmas! Learn more with your Nov/Dec Cavallo news!	Your Cavallo News November and December 2023	7	NULL	11	2026-03-17 18:36:58	37994	1	0
327827	newsletter	publish	0	0	http://cavallo.local/newsletter/september-2024-cavallo-newsletter/	0	Your Cavallo News – September 2024	NULL	Catch up on your Cavallo News from September 2024 to learn more about the new "smart horse sneaker" by Consteed, as well as some great facts!	Your Cavallo News September 2024	0	NULL	10	2026-02-10 17:23:35	22103	1	0
4806	newsletter	publish	0	0	http://cavallo.local/newsletter/your-cavallo-news-september-october-2023/	0	Your Cavallo News – September/October 2023	NULL	In your September and October Cavallo news, read about how Cavallo Boots helped to protect Carolyn Gaedtke's pony in a bad carting accident!	Your Cavallo news September and October 2023	1	NULL	10	2025-11-20 13:20:00	33795	1	0
5269	page	publish	0	0	http://cavallo.local/monty-roberts-cavallo-saddle-pads/	0	A Compliment from Monty Roberts	A Compliment from Monty Roberts - Cavallo Saddle Pads...	A Compliment from Monty Roberts - Cavallo Saddle Pads are the best in the world right now, I love the reversible feature as I prefer to ride..	A Compliment from Monty Roberts	2	1	2	2026-03-13 00:56:11	4788	1	0
201614	page	publish	1	0	http://cavallo.local/affiliate-area/	0	Affiliate Area	NULL	Cavallo affiliate dashboard — manage your referral links, track commissions and access marketing resources.	NULL	0	NULL	0	2026-06-12 05:07:30	93	1	0
201615	page	publish	1	0	http://cavallo.local/affiliate-login/	0	Affiliate Login	NULL	Log in to your Cavallo affiliate account to view earnings, generate referral links and download marketing assets.	NULL	1	1	1	2026-06-12 04:54:21	3685	1	0
201616	page	publish	1	0	http://cavallo.local/cavallo-affiliate-registration/	0	Affiliate Registration	NULL	Join the Cavallo affiliate program — earn commissions promoting premium hoof boots, saddle pads and horse care products.	NULL	1	NULL	1	2026-06-12 18:20:23	2907	1	0
5287	page	publish	1	0	http://cavallo.local/thanks-for-your-interest/	0	After signing up to email list	NULL	Welcome to the Cavallo community! Expect current news, special offers and exclusive invitations — never spam. We respect your time and inbox.	NULL	1	NULL	1	2024-12-04 16:38:58	1912	1	0
3625	page	publish	0	0	http://cavallo.local/ask-an-expert/	0	Ask an Expert	NULL	NULL	NULL	8	10	1	2026-05-13 23:13:29	3282	1	0
5290	page	publish	1	0	http://cavallo.local/bare-facts-download/	0	BARE Facts Download	NULL	NULL	NULL	0	NULL	1	2024-12-25 12:31:48	1621	1	0
5299	page	publish	1	0	http://cavallo.local/freegift/	0	Barefoot Trim download from 2015	NULL	Download your free Cavallo barefoot trim guide by Lynn Seeley. A must-have resource for anyone transitioning their horse to barefoot.	NULL	0	NULL	1	2026-01-14 14:40:52	3330	1	0
