id,type,status,indexable,cornerstone,site_section,title,url_live,content_format,summary,key_components,primary_cta,image_count,word_count,n_sections,has_video,seo_title,meta_description,focus_keyword,h1,org_traffic_est,traffic_value_usd,top_keyword,serp_position,ranking_keywords,links_in,links_out,price,sku,stock,reading_time_min,editor,parent_id,url_local,last_modified,audit_action,notes
201634,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots for Miniatures,https://cavallo-inc.com/faq/cavallo-hoof-boots-for-miniatures/,FAQ / informational,"Explains how Cavallo CLB hoof boots fit and benefit miniature horses for driving, turnout, therapy, and hoof rehab, covering shock absorption, traction, and rub prevention.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,6,1352,6,,,"Cavallo ""CLB"" Hoof Boots are designed for Miniatures, providing your mini horse with comfort, protection, and support for all activities.",Cavallo Hoof Boots for Miniatures,Cavallo Hoof Boots for Miniatures,,,,,,4,13,,,,8,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-for-miniatures/,2026-05-13 23:47:15,,
202121,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots for Mounted Units,https://cavallo-inc.com/faq/cavallo-hoof-boots-for-mounted-units/,FAQ / informational,"Explains how Cavallo hoof boots benefit mounted police and patrol units, covering traction, concussion reduction, hoof health, field results, and unit discounts.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,6,1510,6,,,"Cavallo Hoof Boots for mounted units offer grip, comfort, and protection on duty; trusted by patrol teams for safer, sounder & happier horses",Cavallo Hoof Boots for Mounted Units,Cavallo Hoof Boots for Mounted Units,,,,,,6,12,,,,12,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-for-mounted-units/,2026-05-13 23:47:55,,
201247,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots for Navicular,https://cavallo-inc.com/faq/cavallo-hoof-boots-for-navicular/,FAQ / informational,"Informational page on using Cavallo Hoof Boots for Navicular syndrome support and rehabilitation, covering symptoms, treatments, and shock-absorption benefits.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,6,1549,6,,,"Cavallo Hoof Boots for Navicular provide effective, long-term relief for horses suffering from Navicular Syndrome or disease.",Cavallo Hoof Boots for Navicular,Cavallo Hoof Boots for Navicular Support and Rehabilitation,,,,,,3,15,,,,9,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-for-navicular/,2026-05-13 23:41:39,,
201759,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots for Shod Horses,https://cavallo-inc.com/faq/cavallo-hoof-boots-for-shod-horses/,FAQ / informational,"Covers using Cavallo hoof boots over metal horseshoes for added traction, protection, and shock absorption during trailering, shows, mounted units, turnout, and rehab.","Image gallery, Video embed, Table of contents/sections, Bulleted list, Lead form, CTA button, Testimonials",Shop hoof boots,7,1871,7,Yes,,"Cavallo Hoof Boots for Shod horses offer additional protection, traction, and support, promoting healthy circulation and enhanced comfort.",Cavallo Hoof Boots for Shod,Using Cavallo Hoof Boots Over Metal Horseshoes,1,0.0,shod horse hoof,11,2,5,18,,,,10,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-for-shod-horses/,2026-05-13 23:36:22,,
201756,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots for Therapy and Rehabilitation,https://cavallo-inc.com/faq/cavallo-hoof-boots-for-therapy-and-rehabilitation/,FAQ / informational,"Covers using Cavallo hoof boots for therapy and rehabilitation of conditions like laminitis, founder, thin soles, navicular, abscesses, and arthritis through pressure relief and shock absorption.","Image gallery, Video embed, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,7,1808,6,Yes,,"Cavallo Hoof Boots provide effective, immediate relief for horses recovering from hoof conditions that need therapy and rehabilitation.",Cavallo Hoof Boots for Therapy and Rehabilitation,"Cavallo Hoof Boots for Therapy and Rehabilitation during Laminitis, Navicular, and more",,,,,,7,16,,,,10,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-for-therapy-and-rehabilitation/,2026-05-13 23:28:10,,
201637,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots for Transport,https://cavallo-inc.com/faq/cavallo-hoof-boots-for-transport/,FAQ / informational,"Explains how Cavallo hoof boots protect horses during transport and trailering, reducing bruising and joint stress with scientifically proven shock absorption and a secure fit.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,6,1347,6,,,"Cavallo Hoof Boots for Transport cushion against impact, reduce bruising, and prevent injury, protecting your horse's hooves during travel.",Cavallo Hoof Boots for Transport,Cavallo Hoof Boots for Transport,,,,,,4,13,,,,8,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-for-transport/,2026-05-13 23:46:39,,
201636,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots for Turnout,https://cavallo-inc.com/faq/cavallo-hoof-boots-for-turnout/,FAQ / informational,"Covers using Cavallo hoof boots for turnout to protect hooves from mud, snow, and rough terrain, preventing thrush, white line disease, pulled shoes, and overreach injuries.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,6,1530,6,,,"Cavallo Hoof Boots offer superior protection, comfort, and durability for turnout. Cavallo boots provide traction and grip, reducing injuries",Cavallo Hoof Boots for Turnout,Cavallo Hoof Boots for Turnout,0,0.0,cavallo horse boots,9,2,4,13,,,,9,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-for-turnout/,2026-05-13 23:41:10,,
202823,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots in Water,https://cavallo-inc.com/faq/cavallo-hoof-boots-in-water/,FAQ / informational,"Explains how Cavallo Hoof Boots perform in mud and water, covering their side drainage holes, cone-shaped design, and use in wet conditions.","Image gallery, Video embed, CTA button, Table of contents/sections, Bulleted list, Testimonials",Shop hoof boots,5,1290,6,Yes,,,Cavallo Hoof Boots in Water,Cavallo Hoof Boots in Mud & Water,,,,,,3,12,,,,7,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-in-water/,2026-05-13 23:46:03,,
201491,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots Secure Fit,https://cavallo-inc.com/faq/cavallo-hoof-boots-secure-fit/,FAQ / informational,"Informational page on the secure fit of Cavallo Hoof Boots, explaining the conical shape, Velcro closure, drainage system, and fit customization across terrain.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,6,1615,6,,,"Cavallo Hoof Boots' Secure Fit keeps your horse's boots on through mud, water, and rough terrain, ensuring comfort and safety.",Cavallo Hoof Boots Secure Fit,Cavallo Hoof Boots' Secure Fit,,,,,,32,11,,,,9,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-secure-fit/,2026-05-13 23:38:40,,
202895,faq,publish,Yes,,Support — FAQ,Cavallo Hoof Boots with Feathers,https://cavallo-inc.com/faq/cavallo-hoof-boots-with-feathers/,FAQ / informational,"Explains how to use Cavallo Hoof Boots on feathered horses like Gypsy Vanners, Friesians, and Shires, with tips for managing feathers during booting.","Image gallery, CTA button, Table of contents/sections, Bulleted list, Testimonials",Shop hoof boots,6,1242,6,,,Cavallo Hoof Boots are designed to fit well on heavier-boned horses or those with feathers. They are easy to use and offer increased comfort.,Cavallo Hoof Boots with Feathers,Cavallo Hoof Boots for Horses with Feathers,,,,,,3,12,,,,7,Gutenberg,,http://cavallo.local/faq/cavallo-hoof-boots-with-feathers/,2026-05-13 23:44:26,,
201246,faq,publish,Yes,,Support — FAQ,Cavallo Hoofcare Savings,https://cavallo-inc.com/faq/cavallo-hoofcare-savings/,FAQ / informational,"Informational page on Cavallo hoofcare cost savings, comparing traditional metal shoeing expenses to going barefoot with Cavallo Hoof Boots.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,6,1685,6,,,"By switching to a barefoot lifestyle with Cavallo, you can enjoy Cavallo Hoofcare Savings while providing still comfort and protection.",Cavallo Hoofcare Savings,Cavallo Hoofcare Savings,,,,,,33,11,,,,9,Gutenberg,,http://cavallo.local/faq/cavallo-hoofcare-savings/,2026-05-19 17:20:54,,
5865,faq,publish,Yes,,Support — FAQ,Cavallo Pastern Wraps,https://cavallo-inc.com/faq/cavallo-pastern-wraps/,FAQ / informational,"Informational guide on Cavallo Pastern Wraps: when to use them, sizing and fitting, application, and pastern/heel-bulb protection for full-time boot wear and conditions like laminitis.","Image gallery, Video embed, Table of contents/sections, Lead form, Bulleted list, CTA button",Shop pastern wraps,5,1331,5,Yes,,"Cavallo Pastern Wraps enhance comfort and protection for your horse’s pasterns and heel bulbs, ideal for full-time wear or sensitive skin.",Cavallo Pastern wraps,Cavallo Pastern Wraps for Additional Pastern Protection,2,0.38,cavallo pastern wraps,4,2,13,14,,,,10,Gutenberg,,http://cavallo.local/faq/cavallo-pastern-wraps/,2026-05-13 23:18:32,,
5492,faq,publish,No,,Support — FAQ,Cavallo TEST FAQ,https://cavallo-inc.com/faq/cavallo-test-faq/,FAQ / informational,"Informational page explaining how Cavallo hoof boots help horses with laminitis, navicular, abscesses, and other hoof conditions during therapy, rehab, and turnout.","Image gallery, Video embed, Table of contents/sections, Bulleted list, CTA button",Shop hoof boots,8,1455,5,Yes,,"Cavallo TEST FAQ: Why Cavallo Hoof Boots are the Best for Therapy, Rehab & Turnout Laminitis and Founder, thin soles, Navicular Syndrome.",,"Why Cavallo Hoof Boots are the Best for Therapy, Rehab & Turnout",,,,,,,0,,,,8,Gutenberg,,http://cavallo.local/faq/cavallo-test-faq/,2024-12-13 17:48:39,,
202951,faq,publish,Yes,,Support — FAQ,Cleaning Cavallo Hoof Boots,https://cavallo-inc.com/faq/cleaning-cavallo-hoof-boots/,FAQ / informational,"Guide to cleaning Cavallo Hoof Boots, covering everyday rinsing, deep cleaning, disinfecting, and machine-washable styles (Trek, ELB, CLB, BFB).","Image gallery, Video embed, CTA button, Table of contents/sections, Bulleted list, Testimonials",Shop hoof boots,5,1431,6,Yes,,"Cleaning Cavallo Hoof Boots is quick and easy, and routine cleaning helps to maintain fit, comfort, and appearance over time.",Cleaning Cavallo Hoof Boots,Cleaning Your Cavallo Hoof Boots,,,,,,3,12,,,,8,Gutenberg,,http://cavallo.local/faq/cleaning-cavallo-hoof-boots/,2026-05-13 23:30:46,,
346844,faq,publish,Yes,,Support — FAQ,Hoof Cracks with Cavallo Hoof Boots,https://cavallo-inc.com/faq/hoof-cracks-with-cavallo-hoof-boots/,FAQ / informational,"Informational guide on treating and managing hoof cracks (vertical, toe, quarter) with Cavallo Hoof Boots, covering causes, assessment, trimming, nutrition, and rehabilitation support.","Image gallery, Accordion, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,8,1621,8,,,"Treating and managing Hoof Cracks with Cavallo Hoof Boots is an easy, effective approach. Learn what causes hoof imbalance and cracks.",Hoof Cracks with Cavallo Hoof Boots,Treating and Managing Hoof Cracks With Cavallo Hoof Boots,,,,,,4,12,,,,10,Gutenberg,,http://cavallo.local/faq/hoof-cracks-with-cavallo-hoof-boots/,2026-05-13 23:43:07,,
202090,faq,publish,Yes,,Support — FAQ,How Do Cavallo Hoof Boots Compare,https://cavallo-inc.com/faq/how-do-cavallo-hoof-boots-compare/,Comparison / table page,"FAQ comparing Cavallo Hoof Boots to other brands across durability, protection, application, fit, and comfort, with testimonials and reasons to choose Cavallo.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,7,1828,7,,,"Cavallo Hoof Boots Compare durability, comfort, and ease of use with other brands. Cavallo is the top choice for your horse's hooves!",Cavallo Hoof Boots Compare,How Do Cavallo Hoof Boots Compare To Other Brands?,0,0.0,cavallo riding boots,14,1,3,13,,,,10,Gutenberg,,http://cavallo.local/faq/how-do-cavallo-hoof-boots-compare/,2026-05-13 23:32:26,,
6496,faq,publish,No,,Support — FAQ,Laminitis and Cavallo Hoof Boots - DISREGARD,https://cavallo-inc.com/faq/laminitis-and-cavallo-hoof-boots/,FAQ / informational,"FAQ-style article explaining laminitis, an immediate action plan, and how Cavallo hoof boots with padded insoles and ice therapy support a horse's recovery. Marked DISREGARD.",Table of contents/sections,None,1,921,5,,,"Laminitis and Cavallo Hoof Boots - DISREGARD: Laminitis and Cavallo Hoof Boots Laminitis Explained Laminitis, simply put.",,Laminitis and Cavallo Hoof Boots,,,,,,1,0,,,,5,Gutenberg,,http://cavallo.local/faq/laminitis-and-cavallo-hoof-boots/,2026-04-27 22:49:44,,
202298,faq,publish,Yes,,Support — FAQ,Sizing and Measuring Cavallo Hoof Boots,https://cavallo-inc.com/faq/sizing-and-measuring-cavallo-hoof-boots/,FAQ / informational,"Step-by-step instructions for sizing and measuring a horse's hooves for Cavallo hoof boots, including measuring after a trim, uploading photos, and special cases like shod or fine-boned horses.","Video embed, Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Measure your horse,5,1511,6,Yes,,"Sizing and measuring with Cavallo Hoof Boots is simple, but it’s the most crucial step to ensure your horse gets a secure, comfortable fit.",Sizing and Measuring Cavallo Hoof Boots,Sizing and Measuring Cavallo Hoof Boots,0,0.0,cavallo boot size chart,5,1,3,12,,,,10,Gutenberg,,http://cavallo.local/faq/sizing-and-measuring-cavallo-hoof-boots/,2026-05-13 23:15:58,,
202495,faq,publish,Yes,,Support — FAQ,Storing Cavallo Hoof Boots,https://cavallo-inc.com/faq/storing-cavallo-hoof-boots/,FAQ / informational,"Guide to properly cleaning, drying, and storing Cavallo hoof boots to extend their life, including TPU material care and avoiding hydrolysis damage.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,6,1524,7,,,"Storing your Cavallo Hoof Boots properly helps extend their life. With a few simple habits, you can keep your boots in top condition!",Storing Cavallo Hoof Boots,Storing Your Cavallo Hoof Boots,,,,,,10,12,,,,9,Gutenberg,,http://cavallo.local/faq/storing-cavallo-hoof-boots/,2026-05-13 23:30:11,,
202251,faq,publish,Yes,,Support — FAQ,Transitioning to Barefoot with Cavallo,https://cavallo-inc.com/faq/transitioning-to-barefoot-with-cavallo/,FAQ / informational,"Guide to transitioning a horse from metal shoes to barefoot using Cavallo hoof boots, covering benefits, common challenges, soreness, and hoof boot pads.","Image gallery, Table of contents/sections, Bulleted list, CTA button, Testimonials",Shop hoof boots,7,1475,7,,,"Transitioning to barefoot with Cavallo Hoof Boots is a step toward restoring your horse’s natural movement, circulation, and hoof strength.",Transitioning to Barefoot with Cavallo,Transitioning Your Horse to Barefoot with Cavallo Hoof Boots,,,,,,3,12,,,,9,Gutenberg,,http://cavallo.local/faq/transitioning-to-barefoot-with-cavallo/,2026-05-13 23:31:20,,
203710,faq,publish,Yes,,Support — FAQ,Treating Thrush with Cavallo Hoof Boots,https://cavallo-inc.com/faq/treating-thrush-with-cavallo-hoof-boots/,FAQ / informational,"Explains what thrush is in horses and how to treat and prevent it using Cavallo Hoof Boots for protection, soaking, and keeping treatments in place.","Image gallery, CTA button, Table of contents/sections, Bulleted list, Testimonials",Shop hoof boots,6,1237,6,,%%title%% %%page%% %%sep%% Cavallo Horse & Rider Inc.,"Thrush is one of the most common hoof conditions in horses, yet it's often misunderstood. Learn about Treating Thrush with Cavallo Hoof Boots",Treating Thrush with Cavallo Hoof Boots,Treating Thrush with Cavallo Hoof Boots,,,,,,3,12,,,,8,Gutenberg,,http://cavallo.local/faq/treating-thrush-with-cavallo-hoof-boots/,2026-05-13 23:40:37,,
202864,faq,publish,Yes,,Support — FAQ,Using Cavallo Hoof Boots on Left and Right Feet,https://cavallo-inc.com/faq/using-cavallo-hoof-boots-on-left-and-right-feet/,FAQ / informational,"Explains that most Cavallo Hoof Boots are symmetrical and interchangeable between left and right hooves, with tips for marking boots to track wear.","Image gallery, CTA button, Table of contents/sections, Bulleted list, Testimonials",Shop hoof boots,6,1474,6,,,"Using Cavallo Hoof Boots on left and right feet makes them incredibly convenient for horse owners, ensuring comfort and protection.",Using Cavallo Hoof Boots on Left and Right,Using Cavallo Hoof Boots on Left and Right Feet: What You Need To Know,,,,,,3,12,,,,8,Gutenberg,,http://cavallo.local/faq/using-cavallo-hoof-boots-on-left-and-right-feet/,2026-05-13 23:37:54,,
265034,newsletter,publish,Yes,,Newsletters,August 2025 Newsletter,https://cavallo-inc.com/newsletter/august-2025-newsletter/,Newsletter,Cavallo's August 2025 newsletter featuring the new LEB donkey boot on The Humble Hoof podcast and a request for vet-recommended customer stories.,"Image gallery, Video embed, CTA button, Bulleted list",Share your story,11,1206,2,Yes,,,,,,,,,,,2,,,,8,Gutenberg,,http://cavallo.local/newsletter/august-2025-newsletter/,2026-03-17 18:36:25,,
202476,newsletter,publish,Yes,,Newsletters,Cavallo 2024: Year in Review!,https://cavallo-inc.com/newsletter/2024-year-in-review/,Newsletter,"Cavallo 2024 Year in Review newsletter highlighting brand milestones including Beyonce's Netflix halftime show, the Queen's pony, Texas Tech Masked Rider, and team growth.","Image gallery, Table of contents/sections, CTA button",Listen to the Podcast,15,565,4,,Let's review our year: Cavallo Hoof Boots 2024!,"From Beyonce using Cavallo Trek Hoof Boots to a photo found of Queen Elizabeth using Simple Hoof Boots, here's to Cavallo Hoof Boots 2024!",,Cavallo Hoof Boots 2024: Year in Review!,,,,,,2,3,,,,6,Gutenberg,,http://cavallo.local/newsletter/2024-year-in-review/,2026-03-03 23:30:18,,
348422,newsletter,publish,Yes,,Newsletters,Cavallo Journal - Late April 2026,https://cavallo-inc.com/newsletter/april-2026-cavallo-newsletter-part-2/,Newsletter,"Late April 2026 Cavallo Journal covering a hoof-crack-to-comeback case study and how the Consteed Smart Horse Sneaker is built on the Cavallo Trek Hoof Boot, blending hoof protection with movement-tracking tech.","Video embed, Image gallery, Table of contents/sections, Bulleted list, CTA button",Read more,9,1407,3,Yes,,,,From Hoof Crack to Comeback! A Cavallo Case Study:,,,,,,,2,,,,17,Gutenberg,,http://cavallo.local/newsletter/april-2026-cavallo-newsletter-part-2/,2026-04-29 20:31:28,,
349269,newsletter,publish,Yes,,Newsletters,Cavallo News Journal - May 2026,https://cavallo-inc.com/newsletter/may-2-journal-founders-insights/,Newsletter,May 2026 Cavallo News Journal featuring the team's 'Keeping it Reel' video editing challenge (three reels to vote on) and a laminitis case study on returning a senior pony to comfort.,"Image gallery, Video embed, Table of contents/sections, CTA button",Vote for your favourite reel,4,510,3,Yes,,,,,,,,,,1,0,,,,4,Gutenberg,,http://cavallo.local/newsletter/may-2-journal-founders-insights/,2026-06-03 01:22:33,,
202614,newsletter,publish,Yes,,Newsletters,December 2024 Cavallo Newsletter,https://cavallo-inc.com/newsletter/december-2024-cavallo-newsletter/,Newsletter,December 2024 Cavallo newsletter featuring customer Rachel Long's horseback marriage proposal story plus other brand news and updates.,"Image gallery, Video embed, CTA button, Table of contents/sections",Read more,16,2034,13,Yes,"December 2024 Cavallo Newsletter - Smart hoof boots, Liberty...","Your December 2024 Cavallo Newsletter includes a magical equestrian proposal, an extraordinary coincidence, The Queen and her Cavallos & more!",,Enjoy Your Latest Cavallo News!,,,,,,,0,,,,13,Gutenberg,,http://cavallo.local/newsletter/december-2024-cavallo-newsletter/,2026-01-12 20:02:17,,
202346,newsletter,publish,Yes,,Newsletters,Enjoy Your April 2025 Cavallo News!,https://cavallo-inc.com/newsletter/april-2025-cavallo-newsletter/,Newsletter,"April 2025 Cavallo newsletter announcing the LEB donkey hoof boot limited first release, a survey contest to win boots, and the March survey winner.","Image gallery, Table of contents/sections, CTA button",Sign Up for LEB First Run,16,1081,8,,April 2025 Cavallo Newsletter - of the best hoof boots ever!,"Your April 2025 Cavallo Newsletter offers a signup to purchase the new LEB Long Ear hoof boot, plus Consteed release party photos!",,Enjoy Your April 2025 Cavallo News!,,,,,,,0,,,,10,Gutenberg,,http://cavallo.local/newsletter/april-2025-cavallo-newsletter/,2025-11-21 11:16:58,,
