url,pillar,role,destination_url,evidence,source,needs_review
https://cavallo-inc.com/newsletter/february-2025-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=951, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-july-2022/,None,NOINDEX,,"AUTO. newsletter, wc=1722, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/july-2025-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=1135, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/june-2025-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=1447, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/march-2025-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=1625, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/happy-mothers-day-2025/,None,NOINDEX,,"AUTO. newsletter, wc=809, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/november-2025-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=750, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/october-2024-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=1078, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/september-2025-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=1135, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/whats-your-cavallo-community-up-to-april-2020/,None,NOINDEX,,"AUTO. newsletter, wc=466, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-april-2022/,None,NOINDEX,,"AUTO. newsletter, wc=1103, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/april-2026-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=673, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-july-30-2021/,None,NOINDEX,,"AUTO. newsletter, wc=1202, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-december-2021/,None,NOINDEX,,"AUTO. newsletter, wc=900, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-december-2025/,None,NOINDEX,,"AUTO. newsletter, wc=649, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-february-2022/,None,NOINDEX,,"AUTO. newsletter, wc=1657, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-february-2026/,None,NOINDEX,,"AUTO. newsletter, wc=1528, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-january-2022-your-cavallo-hoof-boots-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=1313, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-jan-feb-2022/,None,NOINDEX,,"AUTO. newsletter, wc=1199, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-july-1-2021/,None,NOINDEX,,"AUTO. newsletter, wc=1369, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-june-2024/,None,NOINDEX,,"AUTO. newsletter, wc=1159, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-june-2026/,None,NOINDEX,,"AUTO. newsletter, wc=1297, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-march-2022/,None,NOINDEX,,"AUTO. newsletter, wc=1722, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-march-2023/,None,KEEP-SPOKE,,"AUTO. newsletter, wc=1793, tr=0, li=3. Newsletter w/ organic equity — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/newsletter/may-2026-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=1347, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-nov-dec-2022/,None,NOINDEX,,"AUTO. newsletter, wc=829, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-october-2022/,None,NOINDEX,,"AUTO. newsletter, wc=1413, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-october-2025/,None,NOINDEX,,"AUTO. newsletter, wc=1704, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-april-2023/,None,NOINDEX,,"AUTO. newsletter, wc=1141, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-april-2024/,None,NOINDEX,,"AUTO. newsletter, wc=1707, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/august-2024-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=877, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-february-2024/,None,NOINDEX,,"AUTO. newsletter, wc=1088, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-january-2024/,None,NOINDEX,,"AUTO. newsletter, wc=1234, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/july-2024-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=1189, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-july-august-2023/,None,NOINDEX,,"AUTO. newsletter, wc=1392, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-june-2023/,None,NOINDEX,,"AUTO. newsletter, wc=1251, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-march-2024/,None,NOINDEX,,"AUTO. newsletter, wc=1144, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-may-2023/,None,NOINDEX,,"AUTO. newsletter, wc=1453, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-spring-2024/,None,NOINDEX,,"AUTO. newsletter, wc=1809, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-december-2023/,None,NOINDEX,,"AUTO. newsletter, wc=1460, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/september-2024-cavallo-newsletter/,None,NOINDEX,,"AUTO. newsletter, wc=1044, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/newsletter/your-cavallo-news-september-october-2023/,None,NOINDEX,,"AUTO. newsletter, wc=1468, tr=0, li=0. Newsletter archive -> noindex (low-value, keep live for users).",Auto,No
https://cavallo-inc.com/monty-roberts-cavallo-saddle-pads/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=165, tr=0, li=1. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/affiliate-area/,None,KEEP-SPOKE,,"AUTO. page, wc=0, tr=0, li=0. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/affiliate-login/,None,KEEP-SPOKE,,"AUTO. page, wc=19, tr=0, li=1. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/cavallo-affiliate-registration/,None,KEEP-SPOKE,,"AUTO. page, wc=11, tr=0, li=0. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/thanks-for-your-interest/,None,KEEP-SPOKE,,"AUTO. page, wc=74, tr=0, li=0. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/ask-an-expert/,None,KEEP-SPOKE,,"AUTO. page, wc=21, tr=0, li=10. Core/marketing page w/ equity (off-topic) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/bare-facts-download/,Pillar 3 — Barefoot,KEEP-SPOKE,,"AUTO. page, wc=147, tr=0, li=0. Core/marketing page on-topic (barefoot care) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/freegift/,Pillar 3 — Barefoot,KEEP-SPOKE,,"AUTO. page, wc=233, tr=0, li=0. Core/marketing page on-topic (barefoot trimming) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/barefoot-trim-video/,Pillar 3 — Barefoot,OPTIMIZE,,"AUTO. page, wc=1, tr=0, li=4. Core/marketing page w/ equity (barefoot trimming) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/about/,None,KEEP-SPOKE,,"AUTO. page, wc=319, tr=0, li=15. Core/marketing page w/ equity (core/utility page) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/beyonce-using-cavallo-boots/,Pillar 1 — Hoof Boots,OPTIMIZE,,"AUTO. page, wc=1392, tr=0, li=3. Core/marketing page w/ equity (boots (commercial)) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/blog/,None,KEEP-SPOKE,,"AUTO. page, wc=0, tr=0, li=2. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/bonuses/,Pillar 2 — Hoof Health,KEEP-SPOKE,,"AUTO. page, wc=149, tr=0, li=0. Core/marketing page on-topic (hoof health/anatomy) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/caroles-triple-book-download/,Pillar 3 — Barefoot,KEEP-SPOKE,,"AUTO. page, wc=248, tr=0, li=0. Core/marketing page on-topic (barefoot trimming) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/cart/,None,KEEP-SPOKE,,"AUTO. page, wc=13, tr=0, li=0. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/cavallo-referral-program/,None,KEEP-SPOKE,,"AUTO. page, wc=27, tr=0, li=1. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/cavallo-case-study-submission-form/,Pillar 2 — Hoof Health,KEEP-SPOKE,,"AUTO. page, wc=562, tr=0, li=1. Core/marketing page on-topic (laminitis/founder) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/cavallo-gives/,Pillar 1 — Hoof Boots,OPTIMIZE,,"AUTO. page, wc=4397, tr=1, li=4. Core/marketing page w/ equity (boots (commercial)) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/cavallo-hoof-boot-measuring-fitting/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=8, tr=0, li=1. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/cavallo-revolution-22/,Pillar 3 — Barefoot,KEEP-SPOKE,,"AUTO. page, wc=1492, tr=0, li=0. Core/marketing page on-topic (barefoot care) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/return-policy/,None,KEEP-SPOKE,,"AUTO. page, wc=301, tr=0, li=0. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/laminitis-guide-v-day/,Pillar 2 — Hoof Health,OPTIMIZE,,"AUTO. page, wc=184, tr=0, li=3. Core/marketing page w/ equity (laminitis/founder) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/cavallo-in-the-media/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=576, tr=0, li=1. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/leb-user-manual/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=3044, tr=0, li=2. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/cavallorevolution-promo-2/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=5096, tr=0, li=0. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/cavallo-winter-hoof-care-guide/,Pillar 2 — Hoof Health,KEEP-SPOKE,,"AUTO. page, wc=230, tr=0, li=1. Core/marketing page on-topic (thrush) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/celebrities-speak-out/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=227, tr=0, li=1. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/checkout/,None,KEEP-SPOKE,,"AUTO. page, wc=0, tr=0, li=0. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/contact-us/,None,KEEP-SPOKE,,"AUTO. page, wc=4, tr=3, li=67. Core/marketing page w/ equity (core/utility page) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/current-customer/,None,KEEP-SPOKE,,"AUTO. page, wc=52, tr=0, li=0. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/dan-james-cavallo-lover/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=241, tr=0, li=1. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/dan-steers-a-cavallo-kinda-guy/,None,KEEP-SPOKE,,"AUTO. page, wc=164, tr=0, li=1. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/donations-and-sponsorships/,None,KEEP-SPOKE,,"AUTO. page, wc=482, tr=0, li=1. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/learning-center/,None,KEEP-SPOKE,,"AUTO. page, wc=4, tr=0, li=1. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/emma-massingales-talented-herd-loves-their-cavallos/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=150, tr=0, li=1. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/exchange-return-policy-page/,None,KEEP-SPOKE,,"AUTO. page, wc=710, tr=3, li=1. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/faq/,None,KEEP-SPOKE,,"AUTO. page, wc=1873, tr=0, li=12. Core/marketing page w/ equity (core/utility page) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/things-to-know/,Pillar 2 — Hoof Health,KEEP-SPOKE,,"AUTO. page, wc=2419, tr=3, li=0. Core/marketing page on-topic (laminitis/founder) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/form-for-donations-sponsorships/,None,KEEP-SPOKE,,"AUTO. page, wc=0, tr=0, li=2. Core/utility page — keep as-is.",Auto,No
https://cavallo-inc.com/guy-mclean-an-excellent-judge-of-horse-equipment/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=102, tr=1, li=1. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/,None,KEEP-SPOKE,,"AUTO. page, wc=61, tr=1882, li=18. Core/marketing page w/ equity (core/utility page) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/hoof-prints-on-the-journey-free-download/,Pillar 2 — Hoof Health,KEEP-SPOKE,,"AUTO. page, wc=663, tr=0, li=0. Core/marketing page on-topic (hoof health/anatomy) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/horse-hoof-problems-solved-horse-boots/,Pillar 2 — Hoof Health,KEEP-SPOKE,,"AUTO. page, wc=8, tr=0, li=1. Core/marketing page on-topic (hoof health/anatomy) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/how-to-measure/,Pillar 1 — Hoof Boots,OPTIMIZE,,"AUTO. page, wc=502, tr=180, li=57. Core/marketing page w/ equity (boots (commercial)) — keep; confirm pillar.",Auto,Yes
https://cavallo-inc.com/horse-trainer-john-lyons-talks-cavallo-hoof-boots/,Pillar 3 — Barefoot,KEEP-SPOKE,,"AUTO. page, wc=132, tr=0, li=1. Core/marketing page on-topic (barefoot care) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/associate-sellers-program/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=280, tr=0, li=1. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/https-old-cavallo-inc-com-julie-goodnight-tests-cavallo-hoof-boots/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=205, tr=0, li=1. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
https://cavallo-inc.com/your-cavallo-laminitis-healing-plan/,Pillar 2 — Hoof Health,KEEP-CANONICAL,,"Laminitis spoke canonical (head term 5,500). 3,299w, 11 visits. Absorbs founder scatter as combined 'Laminitis & Founder' guide w/ social-proof blocks. (Decision #1)",Seed,No
https://cavallo-inc.com/meet-the-consteed-smart-hoof-sneaker/,Pillar 1 — Hoof Boots,KEEP-SPOKE,,"AUTO. page, wc=964, tr=0, li=0. Core/marketing page on-topic (boots (commercial)) — keep & link to pillar.",Auto,No
